Player,Class,Pos,School,Conf,Predicted_PER,Predicted_BPM,Predicted_WS40,PER_Percentile_Rank,BPM_Percentile_Rank,WS40_Percentile_Rank
Enoch Cheeks,JR,G,Dayton,Atlantic 10 Conference,14.917,3.423,0.114,49.223,47.15,45.078
Enoch Kalambay,JR,G,Western Kentucky,Conference USA,14.701,-1.285,0.104,47.668,19.689,42.487
Enrique Freeman,SR,F,Akron,Mid-American Conference,31.691,5.963,0.256,99.482,74.611,99.482
Eoin Nelson,SR,F,North Alabama,Atlantic Sun Conference,9.927,-7.741,0.037,26.425,7.772,21.244
Ephraim Acquah,JR,F,Massachusetts-Lowell,America East Conference,16.557,-5.938,0.0,56.477,9.845,10.881
Eren Banks,FR,G,Georgia Southern,Sun Belt Conference,11.723,-2.824,0.042,34.197,15.544,22.28
Eric Acker,FR,G,Long Island University,Northeast Conference,10.901,-7.914,-0.005,31.088,7.772,2.591
Eric Coleman Jr.,SR,F,Alabama State,Southwest Athletic Conference,8.077,-5.794,0.074,22.28,10.363,30.57
Eric Dailey Jr.,FR,F,Oklahoma State,Big 12 Conference,17.937,4.68,0.133,68.912,58.031,56.995
Eric Dixon,SR,F,Villanova,Big East Conference ,22.916,7.891,0.199,95.337,93.264,90.674
Eric Gaines,JR,G,UAB,American Athletic Conference,15.016,2.528,0.096,50.259,40.933,37.306
Eric Holland,SO,G,Kennesaw State,Atlantic Sun Conference,8.002,-8.775,0.0,22.28,7.254,10.881
Eric Lee,SR,G,Alabama A&M,Southwest Athletic Conference,11.726,-4.019,0.068,34.197,13.99,27.461
Eric Mulder,SO,G,Purdue Fort Wayne,Horizon League,20.576,2.584,0.18,85.492,41.451,87.047
Eric Northweather,JR,F,Drake,Missouri Valley Conference,10.671,0.001,0.115,31.088,25.389,45.078
Eric Sondberg,SR,G,Lafayette,Patriot League,14.651,-1.521,0.103,47.668,18.653,42.487
Eric Van Der Heijden,JR,F,UNC Wilmington,Coastal Athletic Association,12.083,-2.092,0.094,34.197,17.617,36.269
Erick Reader,FR,F,Minnesota,Big Ten Conference,14.769,-9.149,0.0,48.705,6.218,10.881
Erik Oliver,SR,G,Tennessee Tech,Ohio Valley Conference,-5.155,-16.509,-0.148,4.663,4.663,2.591
Erik Pratt,JR,G,Milwaukee,Horizon League,16.798,-0.581,0.111,58.549,20.725,45.078
Erik Reynolds II,JR,G,Saint Joseph's,Atlantic 10 Conference,17.919,3.922,0.151,68.394,52.332,69.43
Ernest Minton,SR,F,Mississippi Valley State,Southwest Athletic Conference,0.557,-11.933,-0.065,9.326,5.181,2.591
Ernest Ross,JR,F,NC State,Atlantic Coast Conference,-3.422,-9.16,-0.087,4.663,6.218,2.591
Ernest Udeh Jr.,SO,C,TCU,Big 12 Conference,20.098,5.283,0.169,84.974,69.43,79.275
Errol White,JR,F,Lamar,Southland Conference,13.349,-4.004,0.103,42.487,13.99,42.487
Essam Mostafa,SR,C,TCU,Big 12 Conference,17.136,3.982,0.166,62.694,52.85,76.166
Ethan Anderson,SR,G,Pepperdine,West Coast Conference,9.842,-2.862,0.043,26.425,15.544,22.28
Ethan Anish,FR,G,Duquesne,Atlantic 10 Conference,0.554,-8.763,0.0,9.326,7.254,10.881
Ethan Butler,SO,F,Northern Illinois,Mid-American Conference,12.173,-3.583,0.057,34.715,14.508,23.834
Ethan Kizer,FR,F,South Alabama,Sun Belt Conference,1.075,-8.626,-0.021,10.881,7.254,2.591
Ethan Lynch,SR,G,Maryland-Baltimore County,America East Conference,27.898,-1.361,0.0,98.964,19.689,10.881
Ethan Mayes,JR,G,Stephen F. Austin,Western Athletic Conference,19.554,-2.738,0.286,80.311,16.062,99.482
Ethan McComb,FR,G,Butler,Big East Conference ,38.992,15.936,0.25,100.0,100.0,99.482
Ethan Meuser,SO,G,Stonehill,Northeast Conference,6.765,-7.664,0.0,18.135,7.772,10.881
Ethan Morton,SR,G,Purdue,Big Ten Conference,7.924,2.182,0.067,21.762,38.86,27.461
Ethan Okwuosa,JR,G,Boston University,Patriot League,13.765,-2.812,0.092,45.078,15.544,35.751
Ethan Pickett,JR,G,Illinois-Chicago,Missouri Valley Conference,14.03,0.46,0.098,46.114,27.461,38.86
Ethan Potter,SO,F,Utah Valley,Western Athletic Conference,21.879,1.595,0.17,92.228,32.124,80.311
Ethan Price,JR,F,Eastern Washington,Big Sky Conference,18.13,-0.014,0.125,74.093,25.389,53.886
Ethan Riggs Abner,JR,G,Tennessee State,Ohio Valley Conference,14.984,-5.264,0.097,50.259,12.435,38.342
Ethan Soares Rodriguez,FR,G,Boston College,Atlantic Coast Conference,-2.399,-7.579,0.0,6.218,8.29,10.881
Ethan Taylor,JR,G,Air Force,Mountain West Conference,13.135,1.407,0.058,41.451,30.57,24.352
Ethan Yancy,JR,G,Southern Illinois-Edwardsville,Ohio Valley Conference,9.138,-4.852,0.076,24.352,12.953,31.088
Ethyn Brown,SO,G,Illinois-Chicago,Missouri Valley Conference,3.913,-6.809,0.0,13.99,8.29,10.881
Eugene Brown III,SR,G,Georgia Southern,Sun Belt Conference,16.345,0.237,0.101,55.44,26.425,40.933
Evan Ashe,FR,G,Binghamton,America East Conference,11.352,-4.76,0.054,33.679,12.953,23.834
Evan Dickey,FR,G,Dayton,Atlantic 10 Conference,-5.577,-12.851,0.0,4.663,4.663,10.881
Evan Eursher,SO,G,Southeast Missouri State,Ohio Valley Conference,9.798,-4.423,0.058,26.425,13.472,24.87
Evan Haber,SR,F,Boston University,Patriot League,46.422,8.69,0.667,100.0,96.891,100.0
Evan Ipsaro,FR,G,Miami (OH),Mid-American Conference,13.67,-0.674,0.122,44.56,20.725,52.332
Evan Johnson,JR,G,UNC Asheville,Big South Conference,10.448,-5.924,0.087,30.052,9.845,35.233
Evan Joyner,FR,F,North Carolina A&T,Coastal Athletic Association,9.938,-5.403,0.02,26.425,11.399,19.171
Evan Kilminster,SO,G,College of Charleston,Coastal Athletic Association,3.774,-9.153,0.0,13.472,6.218,10.881
Evan Mahaffey,SO,F,Ohio State,Big Ten Conference,13.492,4.52,0.103,43.523,54.922,42.487
Evan Montanari,FR,G,East Carolina,American Athletic Conference,-6.231,-10.898,0.0,4.663,5.181,10.881
Evan Phelps,FR,G,Texas A&M-Commerce,Southland Conference,7.091,-5.132,0.027,18.653,12.953,19.689
Evan Santos,SR,G,Incarnate Word,Southland Conference,-32.452,-27.477,0.0,0.518,1.036,10.881
Evan Solomon,SO,G,Oakland,Horizon League,-5.484,-11.356,0.0,4.663,5.181,10.881
Evan Taylor,SR,G,Vanderbilt,Southeastern Conference,11.99,1.053,0.061,34.197,29.534,25.389
Evan Williams,SR,F,Cornell,Ivy League,14.645,-1.991,0.148,47.668,17.617,68.394
Evan Wilson,JR,G,Akron,Mid-American Conference,0.498,-14.747,-0.182,9.326,4.663,2.073
Evans Kipruto,JR,F,UC Santa Barbara,Big West Conference,9.987,-4.524,0.072,26.425,12.953,29.534
Even Brauns,SR,C,Iowa,Big Ten Conference,9.3,0.379,0.063,24.352,26.425,26.425
Eyal Nankin,JR,F,NJIT,America East Conference,2.358,-9.716,0.0,11.399,6.218,10.881
Ezra Ausar,SO,F,East Carolina,American Athletic Conference,16.402,0.503,0.093,55.959,27.979,36.269
Ezra Manjon,SR,G,Vanderbilt,Southeastern Conference,17.562,3.082,0.088,64.767,46.114,35.233
Fabio Basili,SO,G,UT Arlington,Western Athletic Conference,12.175,-3.015,0.089,34.715,15.544,35.233
Fadi Mougharbel,SO,G,Texas-Rio Grande Valley,Western Athletic Conference,3.041,-7.067,0.0,11.917,8.29,10.881
Faizon Fields,JR,F,Milwaukee,Horizon League,22.322,-0.028,0.173,93.264,25.389,82.902
Fallou Diagne,SR,F,Western Kentucky,Conference USA,-1.227,-17.773,0.0,7.772,4.145,10.881
Fardaws Aimaq,SR,F,California,Pac-12 Conference,21.49,5.054,0.116,91.192,64.767,45.596
Favour Aire,SO,C,Penn State,Big Ten Conference,7.96,-2.057,0.0,21.762,17.617,10.881
Federiko Federiko,JR,C,Pittsburgh,Atlantic Coast Conference,18.089,5.703,0.144,72.539,72.539,63.731
Felipe Palazzo,SO,G,Oregon State,Pac-12 Conference,-4.079,-7.646,0.0,4.663,7.772,10.881
Felix Brostrom,SO,F,South Dakota,Summit League,10.268,-3.963,0.05,27.461,13.99,22.798
Felix Kloman,SR,G,Brown,Ivy League,9.251,-2.357,0.073,24.352,16.58,30.57
Felix Okpara,SO,C,Ohio State,Big Ten Conference,20.171,5.942,0.135,84.974,74.093,58.031
Femi Odukale,JR,G,New Mexico State,Conference USA,16.726,-0.401,0.089,56.995,22.798,35.233
Festus Ndumanya,SR,F,Southern,Southwest Athletic Conference,-10.807,-16.106,-0.111,3.627,4.663,2.591
Fidelis Okereke,JR,F,Cal State Bakersfield,Big West Conference,12.919,-3.677,0.08,39.378,14.508,31.088
Filip Borvicanin,SO,F,Arizona,Pac-12 Conference,14.614,0.924,0.147,47.668,28.497,66.321
Filip Skobalj,JR,F,Illinois-Chicago,Missouri Valley Conference,14.419,2.168,0.117,47.15,38.86,46.114
Finley Bizjack,FR,G,Butler,Big East Conference ,11.261,2.236,0.07,33.161,38.86,28.497
Finley Sheridan,FR,F,Stetson,Atlantic Sun Conference,16.567,-3.821,0.17,56.477,14.508,80.311
Fiston Ipassou,FR,G,Northern Kentucky,Horizon League,3.146,-8.339,0.0,12.435,7.772,10.881
Fletcher Abee,SR,G,UNC Asheville,Big South Conference,14.441,-0.544,0.107,47.15,21.244,44.041
Fletcher Boatright,FR,G,Murray State,Missouri Valley Conference,5.226,-2.817,0.0,14.508,15.544,10.881
Fletcher Loyer,SO,G,Purdue,Big Ten Conference,15.109,4.753,0.13,50.259,60.104,55.44
Floyd Rideau Jr.,JR,G,South Carolina Upstate,Big South Conference,11.096,-1.736,0.067,31.088,18.135,27.461
Ford Cooper Jr.,SR,G,Hampton,Coastal Athletic Association,2.82,-9.344,0.0,11.399,6.218,10.881
Foster Wonders,SO,G,Green Bay,Horizon League,14.009,-1.205,0.096,46.114,20.207,37.306
Fousseyni Drame,SR,F,Duquesne,Atlantic 10 Conference,17.965,3.182,0.149,69.948,47.15,68.394
Fousseyni Traore,JR,F,Brigham Young,Big 12 Conference,25.271,7.497,0.22,98.446,91.71,95.855
Francesco Borra,JR,F,UC Davis,Big West Conference,7.056,-5.713,0.047,18.653,10.881,22.28
Francis Nwaokorie,JR,F,UC San Diego,Big West Conference,16.798,1.26,0.135,58.549,30.052,56.995
Francisco Caffaro,SR,C,Santa Clara,West Coast Conference,17.741,1.928,0.148,65.285,35.751,68.394
Francisco Farabello,SR,G,Creighton,Big East Conference ,11.903,5.288,0.093,34.197,69.43,35.751
Franck Emmou,FR,G,Maryland-Baltimore County,America East Conference,14.592,-2.279,0.103,47.668,17.098,42.487
Franck Kepnang,SR,C,Washington,Pac-12 Conference,23.916,3.99,0.173,95.855,52.85,82.902
Franco Miller Jr.,SR,G,Florida Gulf Coast,Atlantic Sun Conference,9.313,-4.484,0.042,24.352,12.953,22.28
Frank Anselem,SR,C,Georgia,Southeastern Conference,17.37,4.461,0.156,63.731,53.886,72.021
Frank Mitchell,JR,F,Canisius,Metro Atlantic Athletic Conference,21.981,-0.272,0.144,92.746,25.389,63.731
Frank Staine,JR,G,Stephen F. Austin,Western Athletic Conference,15.561,1.018,0.157,52.332,29.534,72.539
Frankie Collins,JR,G,Arizona State,Pac-12 Conference,17.313,4.224,0.076,63.212,53.886,31.088
Frankie Fidler,JR,F,Omaha,Summit League,21.977,4.083,0.196,92.746,53.368,90.674
Frankie Policelli,SR,F,College of Charleston,Coastal Athletic Association,17.351,-1.505,0.134,63.212,18.653,56.995
Frankquon Sherman,FR,F,Kennesaw State,Atlantic Sun Conference,15.595,-3.141,0.124,52.332,15.026,53.368
Frantisek Barton,SR,F,Mount St. Mary's,Metro Atlantic Athletic Conference,8.439,-6.678,0.035,23.316,8.29,20.207
Fred Cleveland Jr.,SR,G,North Carolina Central,Mid-Eastern Athletic Conference,19.222,1.07,0.163,79.275,29.534,73.575
Fred Payne,FR,G,Boston College,Atlantic Coast Conference,10.18,-2.121,0.0,26.943,17.098,10.881
Freddie Dilione V,FR,G,Tennessee,Southeastern Conference,13.72,1.44,0.09,45.078,30.57,35.751
Freddy Hicks,JR,F,Arkansas State,Sun Belt Conference,15.125,-1.571,0.096,50.777,18.653,37.306
Fredrick King,SO,C,Creighton,Big East Conference ,18.083,1.255,0.17,72.021,30.052,79.793
Freds Bagatskis,SO,F,UT Arlington,Western Athletic Conference,25.42,7.763,0.19,98.446,93.264,89.119
Gabe Beny Til,SO,F,Incarnate Word,Southland Conference,-5.821,-14.164,0.0,4.663,4.663,10.881
Gabe Cupps,FR,G,Indiana,Big Ten Conference,4.887,-1.118,0.019,14.508,20.725,19.171
Gabe Dorsey,JR,G,William & Mary,Coastal Athletic Association,16.027,0.048,0.118,53.886,25.389,46.632
Gabe Dynes,FR,C,Youngstown State,Horizon League,22.859,2.203,0.168,95.337,38.86,77.72
Gabe Madsen,SR,G,Utah,Pac-12 Conference,16.695,5.19,0.103,56.995,67.876,42.487
Gabe McGlothan,SR,F,Grand Canyon,Western Athletic Conference,22.864,4.378,0.198,95.337,53.886,90.674
Gabe Reichle,SR,G,Oregon,Pac-12 Conference,-0.397,-7.399,0.0,8.29,8.29,10.881
Gabe Sisk,FR,G,East Tennessee State,Southern Conference,10.62,-2.947,0.093,31.088,15.544,36.269
Gabe Spinelli,SO,G,Monmouth,Coastal Athletic Association,18.967,-2.749,0.148,78.238,16.062,68.394
Gabe Warren,FR,G,Rice,American Athletic Conference,10.1,-2.109,0.094,26.425,17.617,36.788
Gabe Wiznitzer,SR,C,Ohio,Mid-American Conference,12.265,-3.946,0.092,35.233,13.99,35.751
Gabriel McKay,SR,G,Liberty,Conference USA,6.42,-4.812,0.059,17.617,12.953,24.87
Gaddis Heath III,SO,G,Charleston Southern,Big South Conference,4.644,-7.432,-0.024,14.508,8.29,2.591
Gage Bobe,SR,G,Evansville,Missouri Valley Conference,9.261,-0.531,0.058,24.352,21.244,24.352
Gage Gomez,SR,G,UC Santa Barbara,Big West Conference,14.054,-0.344,0.103,46.114,24.352,42.487
Gai Chol,FR,C,Mississippi State,Southeastern Conference,18.356,-1.548,0.162,75.13,18.653,73.575
Garfield Turner,JR,F,Drexel,Coastal Athletic Association,19.179,-0.18,0.201,79.275,25.389,91.192
Garrett Anderson,SO,G,San Jose State,Mountain West Conference,4.209,-6.195,-0.028,13.99,9.326,2.591
Garrett Brennan,SO,G,Loyola (MD),Patriot League,10.473,-4.492,0.06,30.052,12.953,24.87
Garrett Hicks,SR,G,Samford,Southern Conference,16.589,1.684,0.141,56.477,33.161,61.658
Garrett Hien,SR,F,Furman,Southern Conference,14.435,-1.982,0.088,47.15,17.617,35.233
Garrett Johnson,FR,G,George Washington,Atlantic 10 Conference,19.354,2.818,0.119,80.311,42.487,49.223
Garrett Levesque,JR,G,UTEP,Conference USA,9.831,-3.496,0.086,26.425,14.508,35.233
Garrett Tipton,SR,G,Bellarmine,Atlantic Sun Conference,11.159,-4.078,0.044,32.124,13.99,22.28
Garry Clark,JR,F,Texas A&M-Corpus Christi,Southland Conference,24.774,1.537,0.201,97.409,31.606,91.192
Garwey Dual,FR,G,Providence,Big East Conference ,8.418,0.293,0.037,23.316,26.425,21.244
Gavin Gilstrap,JR,C,Idaho State,Big Sky Conference,5.355,-8.548,0.0,14.508,7.254,10.881
Gavin Griffiths,FR,G,Rutgers,Big Ten Conference,7.671,-0.737,0.031,21.244,20.725,19.689
Gavin Marrs,FR,F,Oregon State,Pac-12 Conference,10.479,-1.444,0.042,30.052,19.171,22.28
Gavin Muse,FR,G,Central Arkansas,Atlantic Sun Conference,27.614,1.725,0.4,98.964,33.679,99.482
Gavin Perryman,SO,G,Texas,Big 12 Conference,5.833,-1.417,0.0,16.58,19.689,10.881
Gavin Walsh,FR,F,Binghamton,America East Conference,12.672,-4.014,0.077,36.788,13.99,31.088
Gavyn Elkamil,SO,G,Southeast Missouri State,Ohio Valley Conference,8.501,-4.434,0.078,23.316,13.472,31.088
Gediminas Mokseckas,SR,G,Campbell,Coastal Athletic Association,6.571,-5.322,0.018,17.617,11.399,19.171
Geoff Sprouse,SO,G,American,Patriot League,15.407,-1.469,0.125,51.813,19.171,53.886
George Beale,SO,G,Norfolk State,Mid-Eastern Athletic Conference,15.145,-1.555,0.144,50.777,18.653,64.767
George Ivory III,JR,G,Mississippi Valley State,Southwest Athletic Conference,-2.197,-12.558,-0.103,6.218,5.181,2.591
George Marshall,SO,G,Morehead State,Ohio Valley Conference,11.67,-4.508,0.117,34.197,12.953,46.114
George Perkins,FR,F,Rice,American Athletic Conference,5.833,-2.991,0.0,16.58,15.544,10.881
George Pridgett,JR,G,Florida International,Conference USA,12.993,-1.269,0.082,39.896,19.689,32.124
George Smith,JR,G,Pennsylvania,Ivy League,8.382,-2.232,0.054,23.316,17.098,23.834
George Tinsley,SR,F,Mount St. Mary's,Metro Atlantic Athletic Conference,14.758,-0.763,0.099,48.705,20.725,39.378
George Tupy,FR,F,Loyola Marymount,West Coast Conference,-6.929,-13.844,0.0,4.663,4.663,10.881
George Washington III,FR,G,Michigan,Big Ten Conference,-1.353,-6.659,-0.057,7.772,8.29,2.591
Gerald Drumgoole Jr.,SR,G,Delaware,Coastal Athletic Association,17.157,-0.244,0.129,63.212,25.389,54.922
Gerald Jones II,SO,F,South Florida,American Athletic Conference,20.054,2.032,0.095,84.456,37.306,37.306
German Plotnikov,JR,G,Hofstra,Coastal Athletic Association,16.661,1.317,0.13,56.477,30.052,55.44
Geronimo Rubio De La Rosa,JR,G,Columbia,Ivy League,19.034,2.851,0.146,78.238,43.523,65.803
Gestin Liberis,SO,F,Saint Francis (PA),Northeast Conference,14.485,-6.543,0.063,47.15,9.326,26.425
Gezim Bajrami,FR,C,Long Island University,Northeast Conference,-0.043,-11.433,-0.051,9.326,5.181,2.591
Giancarlo Rosado,JR,F,Florida Atlantic,American Athletic Conference,15.165,-0.13,0.126,50.777,25.389,53.886
Giancarlo Valdez,SR,G,Stetson,Atlantic Sun Conference,15.985,-1.126,0.166,53.886,20.725,76.166
Gianni Hunt,SR,G,Cal State Northridge,Big West Conference,12.463,-2.463,0.06,35.751,16.58,24.87
Gibraltar Coleman,FR,F,American,Patriot League,0.929,-17.766,0.0,10.363,4.145,10.881
Gibson Jimerson,JR,G,Saint Louis,Atlantic 10 Conference,15.41,0.845,0.069,51.813,28.497,28.497
Gilbert Brown,JR,G,Norfolk State,Mid-Eastern Athletic Conference,9.18,-5.915,0.103,24.352,9.845,42.487
Ginika Ojiako,SR,F,Coastal Carolina,Sun Belt Conference,27.427,2.904,0.176,98.964,44.56,84.974
Gionn Swann,FR,G,Seton Hall,Big East Conference ,3.11,-2.639,0.0,11.917,16.58,10.881
Giordan Williams,SR,G,Montana,Big Sky Conference,6.92,-6.516,0.027,18.135,9.326,19.689
Giovanni Emejuru,SO,F,Siena,Metro Atlantic Athletic Conference,20.391,-1.586,0.105,85.492,18.653,43.005
Giovanni Santiago,SR,G,Kent State,Mid-American Conference,13.42,-1.292,0.095,43.523,19.689,36.788
Glen McClintock,SR,G,Northeastern,Coastal Athletic Association,9.906,-4.919,0.082,26.425,12.953,33.161
Glenn Taylor Jr.,JR,F,St. John's (NY),Big East Conference ,12.401,4.376,0.11,35.751,53.886,45.078
Goanar Biliew,SR,F,Bradley,Missouri Valley Conference,-3.054,-10.894,0.0,4.663,5.181,10.881
Golden Dike,SR,F,Loyola (MD),Patriot League,17.247,-2.757,0.087,63.212,16.062,35.233
Gora Niang,FR,F,Jacksonville State,Conference USA,5.868,-7.251,0.074,16.58,8.29,30.57
Goran Miladinovic,SR,C,Marshall,Sun Belt Conference,16.808,-0.954,0.106,58.549,20.725,44.041
Graham Calton,JR,G,Vanderbilt,Southeastern Conference,-1.504,-13.133,-0.129,7.772,4.663,2.591
Graham Ike,JR,F,Gonzaga,West Coast Conference,29.469,6.497,0.252,99.482,80.311,99.482
Grant Asman,SO,C,Lipscomb,Atlantic Sun Conference,14.542,-2.348,0.082,47.668,16.58,32.642
Grant Darbyshire,SO,G,Kentucky,Southeastern Conference,-5.662,-9.2,0.0,4.663,6.218,10.881
Grant Huffman,SR,G,Davidson,Atlantic 10 Conference,18.644,3.282,0.137,75.648,47.15,59.067
Grant Hurst,SO,G,Tennessee,Southeastern Conference,-21.505,-18.723,0.0,1.554,4.145,10.881
Grant Nelson,SR,F,Alabama,Southeastern Conference,21.467,6.676,0.17,91.192,83.938,79.793
Grant Newell,SO,F,California,Pac-12 Conference,9.688,-0.601,0.043,26.425,20.725,22.28
Grant Strong,SO,G,Tennessee Tech,Ohio Valley Conference,6.183,-7.309,0.0,17.617,8.29,10.881
Grant Stubblefield,FR,G,Omaha,Summit League,14.551,-1.049,0.091,47.668,20.725,35.751
Grant Weitman,SR,G,Arizona,Pac-12 Conference,19.597,8.778,0.201,80.311,96.891,91.192
Grant Welch,FR,G,Illinois-Chicago,Missouri Valley Conference,16.307,-5.229,0.0,55.44,12.435,10.881
Grayson Allo,SO,G,North Texas,American Athletic Conference,-4.577,-11.601,0.0,4.663,5.181,10.881
Grayson Carper,JR,G,Cal State Fullerton,Big West Conference,14.194,1.103,0.108,46.632,30.052,44.56
Grayson Carter,SR,F,Texas Southern,Southwest Athletic Conference,15.127,-2.319,0.112,50.777,17.098,45.078
Grayson Walters,JR,F,Samford,Southern Conference,31.626,0.449,0.286,99.482,27.461,99.482
Great Osobor,JR,F,Utah State,Mountain West Conference,29.972,8.976,0.2,99.482,96.891,91.192
Greg Cooper,SO,G,Harvard,Ivy League,7.833,-0.163,0.0,21.762,25.389,10.881
Greg Dolan,SR,G,Loyola (IL),Atlantic 10 Conference,10.569,1.285,0.102,30.57,30.052,42.487
Greg Gantt,SR,F,UNC Asheville,Big South Conference,9.845,-3.739,0.097,26.425,14.508,38.342
Greg Gerhardt,FR,F,Colorado,Pac-12 Conference,-3.046,-6.928,0.0,4.663,8.29,10.881
Greg Gordon,JR,G,Iona,Metro Atlantic Athletic Conference,24.5,3.356,0.193,96.891,47.15,89.119
Greg Jones,FR,F,American,Patriot League,8.728,-3.881,0.075,23.834,13.99,31.088
Greg Outlaw,SR,G,Pacific,West Coast Conference,8.11,-4.635,0.0,22.28,12.953,10.881
Greg Spate,FR,G,Chicago State,Independent,12.206,-6.37,0.109,34.715,9.326,45.078
Greg Spurgin,SO,F,Bowling Green State,Mid-American Conference,0.185,-8.479,0.0,9.326,7.254,10.881
Greg Spurlock,JR,G,Coppin State,Mid-Eastern Athletic Conference,8.775,-5.478,0.014,23.834,11.399,18.653
Greg Tribble,SR,G,Akron,Mid-American Conference,15.671,-0.848,0.137,52.332,20.725,59.067
Gregg Glenn III,SO,F,Tulane,American Athletic Conference,17.406,0.376,0.113,64.249,26.425,45.078
Greydon Edwards,JR,G,Pacific,West Coast Conference,-5.973,-23.195,-0.333,4.663,1.554,1.554
Grgur Brcic,FR,F,Toledo,Mid-American Conference,8.798,-5.005,0.049,23.834,12.953,22.798
Griff Lamb,JR,F,Army,Patriot League,113.508,26.823,0.0,100.0,100.0,10.881
Griffin Barrouk,JR,G,Hofstra,Coastal Athletic Association,13.721,-3.864,0.111,45.078,13.99,45.078
Guillermo Diaz Graham,SO,F,Pittsburgh,Atlantic Coast Conference,18.876,5.845,0.169,78.238,73.057,78.756
Gus Hurlburt,SO,F,Northwestern,Big Ten Conference,22.525,3.791,0.0,93.782,52.332,10.881
Gus Larson,SO,F,California,Pac-12 Conference,9.297,0.988,0.082,24.352,29.534,33.161
Guy Fauntleroy,SO,G,North Carolina Central,Mid-Eastern Athletic Conference,12.941,-3.883,0.111,39.896,13.99,45.078
Guy Ragland Jr.,JR,F,Cornell,Ivy League,21.223,2.547,0.183,89.119,40.933,87.565
Gyasi Powell,JR,G,Jacksonville,Atlantic Sun Conference,10.948,-3.115,0.064,31.088,15.026,26.425
Gytis Nemeikša,SR,F,Xavier,Big East Conference ,13.557,2.391,0.086,44.041,40.415,35.233
Hakim Hart,SR,G,Villanova,Big East Conference ,16.05,5.143,0.138,54.922,66.839,60.104
Halil Barre,SO,F,Duquesne,Atlantic 10 Conference,11.176,-2.719,0.064,32.124,16.58,26.425
Hampton Dauparas,FR,F,Miami (OH),Mid-American Conference,2.336,-6.237,0.0,11.399,9.326,10.881
Handje Tamba,SO,F,Weber State,Big Sky Conference,13.681,-2.21,0.136,44.56,17.098,58.031
Hank Hutcheson,JR,F,Lipscomb,Atlantic Sun Conference,16.304,-5.421,0.079,55.44,11.399,31.088
Hansel Enmanuel,SO,G,Austin Peay,Atlantic Sun Conference,15.659,0.25,0.113,52.332,26.425,45.078
